regno,inc_total2014,exp_vol2014,exp_total2014,employees2014,volunteers2014,yrl2014,inc_total2015,exp_vol2015,exp_total2015,employees2015,volunteers2015,yrl2015,charityid,outcome,frlevystatus,_mfrlevy,frid,regtype,_mfrscrape,paid,thresh,zoom,vertical
216227,26753000,5165000,28959000,358,335,364,27167000,5297000,30150000,375,428,364,216227,P,P,matched (3),id=0015800000OJS2kAAH,Levy Payer,matched (3),1,1,2,100000
216250,285774000,12061000,278422000,5354,15858,364,295964000,13540000,291593000,5533,16000,364,216250,P,P,matched (3),id=0015800000OJS2DAAX,Levy Payer,matched (3),1,1,2,100000
216401,125877000,23055000,124528000,1810,12000,364,134467000,22926000,127326000,1830,11000,364,216401,P,P,matched (3),id=0015800000OJS1zAAH,Levy Payer,matched (3),1,1,2,100000
216652,6323768,223788,5681004,107,50000,364,5419059,494993,5446446,111,50000,364,216652,P,P,matched (3),,,master only (1),1,1,2,100000
216726,12840000,83000,12606000,92,0,364,13982000,149000,13615000,105,0,364,,,,master only (1),,,master only (1),0,0,0,100000
217868,2092000,311000,4797000,58,0,364,1092000,292000,1849000,15,50,364,217868,P,P,matched (3),id=0015800000XLSD1AAP,Levy Payer,matched (3),1,1,2,100000
218159,1711255,41741,1834694,22,772,364,1726750,61231,1739107,16,700,364,,,,master only (1),,,master only (1),0,0,0,100000
218186,154559000,2309000,153541000,4861,3000,364,162241000,2488000,156408000,4692,4000,364,218186,P,P,matched (3),id=0015800000QM6TdAAL,Levy Payer,matched (3),1,1,2,100000
218506,4614525,37685,4233847,20,0,364,5251035,680677,4943895,21,0,364,,,,master only (1),,,master only (1),0,0,0,100000
218711,2311699,475520,2210559,37,500,364,2385647,531779,2146810,39,600,364,218711,P,P,matched (3),id=0015800000XLS83AAH,Levy Payer,matched (3),1,1,2,100000
218895,3601377,90544,3236136,58,1500,364,3508525,105663,2575803,54,1500,364,,,,master only (1),,,master only (1),0,0,0,100000
218951,1952036,45387,1865055,22,1,364,1912563,62205,1975860,22,500,364,,,,master only (1),,,master only (1),0,0,0,100000
218992,5697000,138000,5655000,198,406,364,5777000,137000,5660000,190,295,364,218992,P,P,matched (3),id=0015800000YlKefAAF,Levy Payer,matched (3),1,1,1,100000
219055,1694800,165984,1700047,12,0,364,1422954,158007,1498555,11,0,364,219055,P,P,matched (3),id=0015800000Yl8wrAAB,Levy Payer,matched (3),1,1,1,100000
219099,125890000,20670000,119689000,1466,4000,364,124403000,23464000,123041000,1516,6486,364,219099,P,P,matched (3),id=0015800000dd0zmAAA,Levy Payer,matched (3),1,1,2,100000
219163,5199145,142975,5368187,71,22,364,5041547,84605,5285117,72,22,364,,,,master only (1),id=0015800000YkzmnAAB,FR Registered Charity,matched (3),1,1,1,100000
219278,3614000,91000,3315000,71,565,364,4212000,90000,3762000,84,577,364,,,,master only (1),,,master only (1),0,0,0,100000
219279,133472000,15471000,115157000,1254,2800,364,161317000,19174000,143053000,1304,119000,364,219279,P,P,matched (3),id=0015800000OJS25AAH,Levy Payer,matched (3),1,1,2,100000
219432,12507000,3764000,11790000,108,19460,364,13246000,4113000,12694000,125,19304,364,219432,P,P,matched (3),id=0015800000QM6T1AAL,Levy Payer,matched (3),1,1,2,100000
219763,3044677,40858,3036044,21,30,364,3353917,45188,3434264,21,25,364,,,,master only (1),,,master only (1),0,0,0,100000
219830,33655000,2191000,32822000,566,20,364,37062000,2884000,36406000,692,1924,364,219830,P,P,matched (3),id=0015800000QM6TlAAL,Levy Payer,matched (3),1,1,2,100000
219946,2754829,44471,2591883,10,4,364,2778177,54673,2684826,11,3,364,,,,master only (1),,,master only (1),0,0,0,100000
220085,1226490,36089,1305301,34,50,364,1226725,49191,1208645,34,50,364,,,,master only (1),,,master only (1),0,0,0,100000
220173,1100800,1587,1005370,17,264,364,1298222,1742,1022482,16,234,364,,,,master only (1),,,master only (1),0,0,0,100000
220239,20081976,382381,16957115,512,35,364,21030214,522336,19534744,564,31,395,220239,P,P,matched (3),id=0015800000XLSAdAAP,Levy Payer,matched (3),1,1,2,100000
220506,670755,63133,933319,27,36,364,784771,64755,885715,27,28,364,,,,master only (1),,,master only (1),0,0,0,100000
220592,836574,29159,657971,4,100,364,1224756,305998,975939,3,50,364,,,,master only (1),,,master only (1),0,0,0,100000
220690,2687246,408605,2488417,25,1041,364,2898149,374484,2425043,27,1499,364,220690,N,N,matched (3),,,master only (1),0,1,2,100000
220798,1853134,5907,1607318,78,40,364,1684666,5947,1635397,76,45,364,,,,master only (1),,,master only (1),0,0,0,100000
220949,261800000,49800000,256600000,3358,23986,364,275100000,39700000,259700000,3569,21677,364,220949,P,P,matched (3),id=0015800000OJS1qAAH,Levy Payer,matched (3),1,1,2,100000
221124,49613000,5909000,47214000,837,11000,364,48453000,6816000,48404000,858,9000,364,221124,P,P,matched (3),id=0015800000OJS2bAAH,Levy Payer,matched (3),1,1,2,100000
221462,2463205,12512,2356341,35,0,364,2356717,18334,2410422,33,0,364,,,,master only (1),,,master only (1),0,0,0,100000
221538,18123000,426000,18414000,207,0,364,17747000,368000,17533000,204,10,364,221538,P,P,matched (3),id=0015800000XLS9MAAX,Levy Payer,matched (3),1,1,2,100000
221594,4447078,139044,3483320,15,0,364,4439348,141535,3268301,16,0,364,221594,P,P,matched (3),id=0015800000Yl8ZuAAJ,Levy Payer,matched (3),1,1,1,100000
221819,2760953,112121,2367844,48,190,364,2469314,130193,2325109,47,215,364,221819,P,P,matched (3),id=0015800000Yl0ZbAAJ,Levy Payer,matched (3),1,1,1,100000
221888,9054000,421000,9422000,282,232,364,9176000,435000,9303000,250,178,364,221888,P,P,matched (3),id=0015800000XLS9SAAX,Levy Payer,matched (3),1,1,2,100000
222014,657898,23068,649654,12,0,364,668086,32031,700333,14,30,364,,,,master only (1),,,master only (1),0,0,0,100000
222041,1964964,63012,1984535,44,228,364,1986044,96041,2036045,42,202,364,,,,master only (1),id=0015800000YlOitAAF,FR Registered Charity,matched (3),1,0,0,100000
222142,519891,10000,585271,23,0,364,622679,10000,762813,26,0,364,,,,master only (1),,,master only (1),0,0,0,100000
222212,1368260,229130,1467491,32,569,364,1574304,225624,1626916,32,492,364,222212,P,P,matched (3),id=0015800000XLSGTAA5,Levy Payer,matched (3),1,1,2,100000
222277,607547,77816,525360,10,15,364,540461,82237,592957,10,15,364,,,,master only (1),,,master only (1),0,0,0,100000
222377,201195000,4422000,192512000,6082,450,364,191651000,3847000,187490000,5802,599,364,222377,P,P,matched (3),id=0015800000QM6SuAAL,Levy Payer,matched (3),1,1,2,100000
222436,2314467,180228,1803769,44,35,364,3320742,210700,1731225,45,16,364,222436,P,P,matched (3),id=0015800000YlQ17AAF,Levy Payer,matched (3),1,1,1,100000
222596,603858,21412,506914,0,2500,364,526372,9892,398530,0,2500,364,,,,master only (1),,,master only (1),0,0,0,100000
222621,909849,277828,1040349,40,150,364,1208352,305957,1071034,39,150,364,,,,master only (1),,,master only (1),0,1,2,100000
222655,65390000,42000,63149000,408,383,364,73066000,40000,69898000,432,382,364,222655,P,P,matched (3),id=0015800000XLpCqAAL,Levy Payer,matched (3),1,0,0,100000
222879,71937000,966000,62607000,736,1100,364,73157000,1232000,64991000,694,1200,364,222879,P,P,matched (3),id=0015800000ReN9yAAF,Levy Payer,matched (3),1,1,2,100000
222930,21378000,231000,19897000,543,268,364,20635000,360000,21317000,555,336,364,222930,P,P,matched (3),id=0015800000XLSGMAA5,Levy Payer,matched (3),1,1,2,100000
223007,1584243,5581,1787640,32,67,364,1479020,5502,1521258,28,77,364,,,,master only (1),,,master only (1),0,0,0,100000
223106,39727747,234759,37465388,267,0,364,41883022,249363,40149921,263,0,364,223106,N,N,matched (3),,,master only (1),0,1,2,100000
223660,7012093,72137,7056662,110,101,364,8434467,0,8379720,146,126,364,,,,master only (1),,,master only (1),0,0,0,100000
223668,541048,46190,583709,23,30,364,535080,68577,639697,24,30,364,,,,master only (1),id=0015800000YlApCAAV,FR Registered Charity,matched (3),1,0,0,100000
223678,537352,4328,669374,25,105,364,537315,4422,627970,22,95,364,,,,master only (1),,,master only (1),0,0,0,100000
223852,40321000,339000,33160000,311,0,364,46339000,329000,35866000,358,0,364,223852,N,N,matched (3),,,master only (1),0,1,2,100000
223882,8801000,352000,8176000,106,106,364,9477000,394000,9169000,107,117,364,223882,P,P,matched (3),id=0015800000XLSBVAA5,Levy Payer,matched (3),1,1,2,100000
224168,3344778,270289,2847734,65,700,364,3143999,374077,3190470,66,320,364,224168,P,P,matched (3),,,master only (1),1,1,2,100000
224223,124100000,1600000,103400000,1134,36,362,137900000,28000000,125600000,1198,144,363,224223,P,P,matched (3),id=0015800000QM6UVAA1,Levy Payer,matched (3),1,1,2,100000
224337,1454886,10823,1127762,40,250,364,1482328,15209,1154512,50,250,364,,,,master only (1),,,master only (1),0,0,0,100000
224392,33368000,6153000,34685000,624,3175,364,34158000,7014000,39617000,630,3500,364,224392,P,P,matched (3),id=0015800000OJS2ZAAX,Levy Payer,matched (3),1,1,2,100000
224469,14749795,3306,14199633,398,318,364,13725078,4045,13618942,391,263,364,,,,master only (1),,,master only (1),0,0,0,100000
224505,676039,80526,698483,9,5,364,762095,87147,778842,7,5,364,,,,master only (1),,,master only (1),0,0,0,100000
224742,1216489,23251,917654,21,50,364,1079368,22920,974486,21,50,364,,,,master only (1),,,master only (1),0,0,0,100000
224776,533360,23679,423112,2,70,364,687068,47858,447507,2,50,364,,,,master only (1),,,master only (1),0,0,0,100000
225087,1176171,3037,1316938,31,50,364,1139357,3467,1200066,31,50,364,,,,master only (1),,,master only (1),0,0,0,100000
225151,1510432,10339,1725666,16,0,364,2202143,8837,1361764,23,0,364,,,,master only (1),,,master only (1),0,0,0,100000
225342,2803033,401788,2825978,28,150,364,3109548,227693,3113352,23,120,364,225342,P,P,matched (3),,,master only (1),1,1,2,100000
225348,3801461,384591,3621550,49,51,364,4046151,334201,3610586,52,78,364,225348,P,P,matched (3),id=0015800000XLSAWAA5,Levy Payer,matched (3),1,1,2,100000
225575,1256040,2017,1095289,31,200,364,1305803,5955,1213308,43,200,364,,,,master only (1),,,master only (1),0,0,0,100000
225751,2493313,176451,2715911,56,0,486,2693689,0,2458980,52,0,364,225751,N,N,matched (3),,,master only (1),0,1,1,100000
225863,961947,112481,961428,20,12,364,956714,96299,997609,23,16,364,,,,master only (1),,,master only (1),0,1,1,100000
225910,13431000,691000,14726000,19,20,364,14389000,906000,14021000,20,20,364,225910,P,P,matched (3),id=0015800000ReNCQAA3,Levy Payer,matched (3),1,1,2,100000
225920,1412252,157353,1388602,27,50,364,717445,175306,1507644,28,170,364,225920,P,P,matched (3),id=0015800000YlQytAAF,Levy Payer,matched (3),1,1,1,100000
225922,9588000,993000,8868000,106,125,364,10365000,0,8737000,105,125,364,,,,master only (1),id=0015800000ReN9mAAF,FR Registered Charity,matched (3),1,1,2,100000
225971,275100000,27600000,312800000,2617,26000,364,288200000,30500000,287300000,2709,26311,364,225971,P,P,matched (3),id=0015800000OJS1uAAH,Levy Payer,matched (3),1,1,2,100000
226064,22996843,437314,24000409,938,192,364,23451360,562343,25473566,577,325,364,226064,P,P,matched (3),id=0015800000XLS8yAAH,Levy Payer,matched (3),1,1,2,100000
226226,6791000,181000,8028000,149,1000,364,6162000,333000,7888000,143,1000,364,226226,P,P,matched (3),id=0015800000YlVFzAAN,Levy Payer,matched (3),1,1,1,100000
226227,118647000,15705000,120604000,1978,4020,364,114465000,20720000,118545000,1783,4811,364,226227,P,P,matched (3),id=0015800000OJS24AAH,Levy Payer,matched (3),1,1,2,100000
226278,831688,18801,686041,4,41,364,778066,0,730144,4,43,364,,,,master only (1),,,master only (1),0,0,0,100000
226334,1203719,53549,1338213,17,100,364,884270,47026,1663660,14,80,364,,,,master only (1),,,master only (1),0,0,0,100000
226446,2719000,493000,4525000,19,100,364,2735000,528000,5605000,19,100,364,226446,P,P,matched (3),id=0015800000XLS7aAAH,Levy Payer,matched (3),1,1,2,100000
226545,4505168,12367,3735744,16,0,364,4139808,16336,4416207,18,0,364,,,,master only (1),,,master only (1),0,0,0,100000
226624,1349272,717988,1131881,32,100,364,1382771,0,1162276,32,120,364,,,,master only (1),,,master only (1),0,1,2,100000
226686,9644000,1831000,7524000,137,2000,364,9846000,2399000,9865000,139,3053,364,226686,P,P,matched (3),id=0015800000QM6U8AAL,Levy Payer,matched (3),1,1,2,100000
226745,1282837,191717,1260484,13,0,364,1373270,177240,1293931,13,0,364,226745,P,P,matched (3),id=0015800000YlKrZAAV,Levy Payer,matched (3),1,1,1,100000
226748,927149,54353,668685,11,4,364,755791,91108,840374,11,15,364,,,,master only (1),,,master only (1),0,0,0,100000
226955,683000,187000,779000,0,0,364,1198000,222000,539000,0,0,364,226955,P,P,matched (3),id=0015800000YlQzEAAV,Levy Payer,matched (3),1,1,1,100000
227111,996917,146793,1021888,6,0,364,1032348,114018,919480,6,0,364,227111,P,P,matched (3),id=0015800000YlLxrAAF,Levy Payer,matched (3),1,1,1,100000
227350,1192529,22195,1219174,17,80,364,1411507,48962,1380996,19,100,364,,,,master only (1),,,master only (1),0,0,0,100000
227523,84743000,23365000,83665000,743,3500,364,89894000,22556000,85052000,838,3200,364,227523,P,P,matched (3),id=0015800000OJS1yAAH,Levy Payer,matched (3),1,1,2,100000
227654,543441,30426,714388,17,10,364,13473232,38677,735255,16,10,364,,,,master only (1),,,master only (1),0,0,0,100000
227794,8109269,38734,7876208,348,150,364,7966211,49677,7919857,353,150,364,,,,master only (1),,,master only (1),0,0,0,100000
227905,527593,8567,548435,11,4000,364,686078,6797,594111,12,4000,364,,,,master only (1),id=0015800000YlVj9AAF,FR Registered Charity,matched (3),1,0,0,100000
227931,14643127,1485,13977052,336,71,364,15269316,1519,13397296,345,75,364,,,,master only (1),,,master only (1),0,0,0,100000
227938,4158000,214000,3923000,41,19,364,3514000,273000,3860000,41,19,364,227938,P,P,matched (3),id=0015800000XLSHNAA5,Levy Payer,matched (3),1,1,2,100000
228089,5056000,213000,4307000,23,23,364,4781000,229000,4577000,23,23,364,228089,P,P,matched (3),id=0015800000XLSHTAA5,Levy Payer,matched (3),1,1,2,100000
228235,5924599,724754,6432233,68,1,364,5219240,881397,4619797,66,1,364,228235,P,P,matched (3),id=0015800000ReNBsAAN,Levy Payer,matched (3),1,1,2,100000
228383,1629796,1622,1864699,44,4,364,1915037,1280,1619462,56,0,364,,,,master only (1),,,master only (1),0,0,0,100000
228636,17173000,193000,16750000,201,0,364,18954000,246000,17675000,208,0,364,,,,master only (1),,,master only (1),0,1,1,100000
229119,616920,571,618212,15,1,364,581711,141,605165,15,2,364,,,,master only (1),,,master only (1),0,0,0,100000
229229,1347907,44813,1017165,4,40,364,1207512,134038,1142685,4,0,364,,,,master only (1),,,master only (1),0,0,0,100000
229296,831445,14768,904373,2,5,364,786636,14424,750117,2,5,364,,,,master only (1),,,master only (1),0,0,0,100000
229325,3758000,552000,4238000,88,1100,364,3947000,531000,4468000,93,1040,364,229325,P,P,matched (3),id=0015800000ReNGjAAN,Levy Payer,matched (3),1,1,2,100000
229396,4515836,312217,4126114,51,190,364,4274333,345010,3851766,48,147,364,229396,P,P,matched (3),id=0015800000XLSCzAAP,Levy Payer,matched (3),1,1,2,100000
229476,81167686,3499842,88578409,352,0,364,75961438,3643791,86169281,335,0,364,229476,N,N,matched (3),,,master only (1),0,1,2,100000
229571,1125081,15968,1093779,111,0,364,1120758,14893,1089025,111,0,364,,,,master only (1),,,master only (1),0,0,0,100000
229662,12651575,431131,11389303,393,0,364,11338196,0,11127995,353,0,364,229662,P,P,matched (3),id=0015800000XLS9DAAX,Levy Payer,matched (3),1,1,2,100000
229663,1243094,103867,1274538,27,4,364,1086547,100643,1138482,22,3,364,229663,P,P,matched (3),id=0015800000YlQ1RAAV,Levy Payer,matched (3),1,1,1,100000
229945,3686000,547000,3208000,16,450,364,4636000,619000,2937000,19,650,364,229945,P,P,matched (3),id=0015800000ReNGuAAN,Levy Payer,matched (3),1,1,2,100000
230011,20055563,63910,18375395,345,35,364,21964943,62691,20126367,378,46,364,,,,master only (1),id=0015800000YlR0PAAV,FR Registered Charity,matched (3),1,0,0,100000
230160,1311514,85,825278,49,0,364,1310099,0,2330054,50,0,364,,,,master only (1),,,master only (1),0,0,0,100000
230165,30780000,1238000,29344000,256,150,364,24362000,1075000,27660000,236,150,364,230165,P,P,matched (3),id=0015800000QM6VCAA1,Levy Payer,matched (3),1,1,2,100000
230538,12790000,155000,16503000,227,10,364,15398000,217000,11268000,201,0,364,230538,P,P,matched (3),id=0015800000YlR0gAAF,Levy Payer,matched (3),1,1,1,100000
230708,5077784,106631,4921864,90,0,211,7852424,198912,7772227,93,44,364,,,,master only (1),,,master only (1),0,1,1,100000
230750,3331471,276492,3278430,64,7,364,3571857,200797,3652670,71,7,364,,,,master only (1),id=0015800000XLSEDAA5,FR Registered Charity,matched (3),1,1,2,100000
230772,1021241,58173,1050038,23,250,364,1296586,65586,1180784,24,300,364,,,,master only (1),id=0015800000YlWucAAF,FR Registered Charity,matched (3),1,0,0,100000
230886,1132120,137646,932053,8,18,364,1221123,205916,1134093,12,6,364,230886,P,P,matched (3),id=0015800000YlVatAAF,Levy Payer,matched (3),1,1,1,100000
231144,3119000,50000,3068000,24,11,364,3335000,83000,3311000,25,11,364,,,,master only (1),id=0015800000YlR12AAF,FR Registered Charity,matched (3),1,0,0,100000
231192,2765677,13021,2527017,8,216,364,3018113,37234,2567133,8,133,364,,,,master only (1),,,master only (1),0,0,0,100000
231242,6007281,589652,6104698,120,0,364,8054273,670611,7184898,124,0,364,231242,P,P,matched (3),id=0015800000ReNG8AAN,Levy Payer,matched (3),1,1,2,100000
231322,1519891,78070,1857392,2,0,364,6638082,93483,2740164,2,0,364,,,,master only (1),,,master only (1),0,0,0,100000
231670,4763880,39439,4260151,51,0,364,6728239,58221,5857086,64,0,364,,,,master only (1),,,master only (1),0,0,0,100000
231748,2252106,339344,1775109,25,15,364,2994937,168121,1866161,26,10,364,231748,P,P,matched (3),id=0015800000XLSBvAAP,Levy Payer,matched (3),1,1,2,100000
231984,571404,204942,453891,3,0,364,682410,0,377257,3,0,364,,,,master only (1),,,master only (1),0,1,2,100000
232014,1545540,25847,1633389,30,15,364,1430927,0,1810508,30,15,364,,,,master only (1),,,master only (1),0,0,0,100000
232042,1092970,2814,731320,19,1,364,880646,1605,710167,19,0,364,,,,master only (1),,,master only (1),0,0,0,100000
232211,895297,61711,921260,40,37,364,694845,19971,860417,26,10,364,,,,master only (1),,,master only (1),0,0,0,100000
232223,883682,4213,933177,22,150,364,814753,6668,932535,25,150,364,,,,master only (1),,,master only (1),0,0,0,100000
232387,3107003,150012,3457044,60,5,364,3469464,206474,3506930,60,9,364,,,,master only (1),,,master only (1),0,1,1,100000
232391,16028000,816000,15980000,78,7,364,16719000,1119000,16977000,78,20,364,232391,P,P,matched (3),id=0015800000ReNAtAAN,Levy Payer,matched (3),1,1,2,100000
232402,20344000,1070000,18620000,274,98,364,19673000,1168000,20343000,317,63,364,232402,P,P,matched (3),id=0015800000QM6VnAAL,Levy Payer,matched (3),1,1,2,100000
